qid,question,eval_set,category,category_ja,difficulty_original,difficulty_cte_folded,is_cte,tables,n_tables,n_joins,has_aggregation,has_subquery,sql_features,gold_sql_available,expected_result_available
q_transfer_obf_017,原子比0.75を占める元素ごとに平均凸包距離を件数とともに計算して低い順に10件出して。,transfer_obfuscated,transfer_obfuscated,転用（難読化）,hard,hard,False,tbl_delta;tbl_juliet,2,1,True,False,aggregation;group_by,True,True
q_transfer_obf_018,Co3Tiの生成エンタルピーを純物質基準エネルギーから計算して、形成エネルギーと加重純物質基準エネルギーも併記して。,transfer_obfuscated,transfer_obfuscated,転用（難読化）,very_hard,very_hard,True,tbl_delta;tbl_juliet;tbl_victor;tbl_zulu,4,4,True,False,CTE;aggregation;group_by,True,True
q_transfer_obf_019,凸包上のL1₂化合物について、純元素基底状態基準へ再基準化した生成エネルギーを計算し、-0.3 eV/atom未満のものを出して。,transfer_obfuscated,transfer_obfuscated,転用（難読化）,very_hard,very_hard,True,tbl_delta;tbl_juliet;tbl_victor;tbl_zulu,4,3,True,False,CTE;aggregation;group_by,True,True
q_transfer_obf_020,凸包上のL1₂化合物について、A-site元素ごとに純元素基底状態基準へ再基準化した生成エネルギーの平均を化合物数とともに計算して。,transfer_obfuscated,transfer_obfuscated,転用（難読化）,very_hard,very_hard,True,tbl_delta;tbl_juliet;tbl_victor;tbl_zulu,4,4,True,False,CTE;aggregation;group_by,True,True
q_mp_001,材料エントリー（mp_entries）は全体で何件ありますか？,mp_transfer,mp_transfer,転用（MP）,easy,easy,False,mp_entries,1,0,True,False,aggregation,True,True
q_mp_002,格子定数aが5未満の材料の式を3つ教えてください。,mp_transfer,mp_transfer,転用（MP）,easy,easy,False,mp_entries,1,0,False,False,,True,True
q_mp_003,Niを含む材料の式を5つ列挙してください。,mp_transfer,mp_transfer,転用（MP）,easy,easy,False,mp_element_ratios;mp_entries,2,1,False,False,distinct,True,True
q_mp_004,熱力学的に安定な（energy_above_hull=0）エントリーは何件ですか？,mp_transfer,mp_transfer,転用（MP）,easy,easy,False,mp_entries,1,0,True,False,aggregation,True,True
q_mp_005,mp_elementsに含まれる元素の種類数を教えてください。,mp_transfer,mp_transfer,転用（MP）,easy,easy,False,mp_elements,1,0,True,False,aggregation,True,True
q_mp_006,結晶系ごとの材料数を教えてください。,mp_transfer,mp_transfer,転用（MP）,medium,medium,False,mp_entries,1,0,True,False,aggregation;group_by,True,True
q_mp_007,Al-Ni系の材料は何件ありますか？,mp_transfer,mp_transfer,転用（MP）,medium,medium,False,mp_entries,1,0,True,False,aggregation,True,True
q_mp_008,バンドギャップを持つ材料（band_gap > 0）の割合（%）を教えてください。,mp_transfer,mp_transfer,転用（MP）,medium,medium,False,mp_entries,1,0,True,False,aggregation,True,True
q_mp_009,体積が最も大きい材料の式を教えてください。,mp_transfer,mp_transfer,転用（MP）,medium,medium,False,mp_entries,1,0,False,False,,True,True
q_mp_010,Coを含む材料の中で、energy_above_hullが最小の材料の式と値を教えてください。,mp_transfer,mp_transfer,転用（MP）,hard,hard,False,mp_element_ratios;mp_entries,2,1,False,False,,True,True
q_mp_011,各元素系（chemsys）ごとに最も安定な材料の式を、そのenergy_above_hullとentry_idとともに教えてください。,mp_transfer,mp_transfer,転用（MP）,hard,hard,False,mp_entries,1,0,False,False,distinct,True,True
q_mp_012,立方晶（Cubic）でバンドギャップが1 eVを超える材料は何件ありますか？,mp_transfer,mp_transfer,転用（MP）,hard,hard,False,mp_entries,1,0,True,False,aggregation,True,True
q_mp_013,Co-Ti系の材料の中で、バンドギャップが最大の材料の式を教えてください。,mp_transfer,mp_transfer,転用（MP）,very_hard,very_hard,False,mp_entries,1,0,False,False,,True,True
q_mp_014,CoとTiの両方を含む材料の平均energy_above_hullを教えてください。,mp_transfer,mp_transfer,転用（MP）,very_hard,very_hard,False,mp_element_ratios;mp_entries,2,2,True,False,aggregation,True,True
q_mp_015,結晶系ごとの平均バンドギャップを大きい順に教えてください。,mp_transfer,mp_transfer,転用（MP）,very_hard,very_hard,False,mp_entries,1,0,True,False,aggregation;group_by,True,True
